LengthLeaf,WidthLeaf,L/W,L/V,ApicalAngle,SecondaryVeins,species,ID
13.54413084,18.18809375,1.908065587,0.5630933039,75.289,24,exaltata,23241144
16.447643975,17.109906249999998,2.53942914,0.4568409883,46.405,37,exaltata,23241146
12.54261451,13.825125,2.333075734,0.5282285515,79.007,26,exaltata,23241149
16.36296162,20.72071875,2.056521766,0.8508276589,78.522,20,exaltata,23241164
14.394678240000001,15.733343749999998,2.350377418,0.4585273257,55.037,31,exaltata,23241168
11.22877791,10.830885416666668,2.662213777,0.3350720503,44.4835,33,exaltata,23241171
12.33716255,10.43521875,3.082432131,0.2507363133,45.823,31,exaltata,23241172
14.262388295000001,20.445354166666664,1.799916428,0.3443735863,65.168,41,exaltata,23241173
14.65049818,19.716885416666667,1.912379137,0.3464094662,91.935,42,exaltata,23241177
19.553261665,23.712687499999998,2.107730077,0.6696257094,61.25,30,exaltata,23241179
19.822498265,19.938364583333335,2.561495915,0.4922574869,75.887,40,exaltata,23241181
16.750113265,22.006364583333333,1.958632924,0.6848288026,64.623,24,exaltata,23241182
18.289510970000002,15.703760416666666,2.980817098,0.7600615114,43.7435,24,exaltata,23241185
19.79918274,21.055447916666665,2.41059089,0.4773160333,86.2835,41,exaltata,23141186
16.137080915,16.98148958333333,2.437583594,0.6938884818,56.5315,23,exaltata,23241187
16.000170455,13.021708333333335,3.185776194,0.4407361572,39.161,36,exaltata,23241192
22.537452965,22.46840625,2.580085985,0.8206342875,64.5335,27,exaltata,23241195
13.41624092,13.969010416666668,2.472799996,0.7994754489,48.9675,17,exaltata,23241200
17.884607844999998,16.19471875,2.829576181,0.5274844124,42.9155,34,exaltata,23241202
13.57484046,15.719541666666666,2.208494967,0.7348442207,51.6165,18,exaltata,23241212
15.27188179,24.21055208333333,1.614316542,1.019586215,88.5885,15,exaltata,23241220
16.190936485,18.730604166666666,2.217458639,0.9666888679,65.21,17,exaltata,23241223
14.624602625,18.76528125,2.011883301,0.8825942659,65.571,17,exaltata,23241231
14.509243025,16.412395833333335,2.262513502,0.7680354301,58.535,19,exaltata,23241241
14.92080357,12.523510416666667,3.237282455,0.4833317196,37.2395,31,exaltata,23241248
16.919906655,17.70659375,2.454528936,0.639075583,48.5945,26,exaltata,23241249
15.266370629999999,10.924614583333332,3.904041138,0.3500273959,39.306,44,exaltata,23241257
18.4582289,21.300020833333335,2.223082367,0.8025316912,54.778,23,exaltata,23241262
16.759017855,10.636666666666665,4.057704204,0.661301576,34.0775,25,exaltata,23241263
17.825630305,15.54628125,2.975030887,0.5239224275,42.2125,34,exaltata,23241274
17.465353085,18.398458333333334,2.438040979,0.5233759566,56.321,33,exaltata,23241282
14.855535715,16.000625,2.389866107,0.5065683462,76.3095,30,exaltata,23241288
16.20606523,14.360677083333334,2.888602409,0.3616440035,43.1215,45,exaltata,23241289
17.109653995,23.142843749999997,1.926440486,0.7258284286,94.301,28,exaltata,24091329
14.53244681,7.123302083333333,5.605022848,0.3698394277,31.2135,40,exaltata,24583489
16.223415844999998,18.188979166666666,3.282550125,0.4307274512,39.495,37,exaltata,24720948
12.204825985,17.25828125,2.314722232,0.5232635215,61.204,23,exaltata,24721334
13.76504299,17.948104166666667,2.505772771,0.4171225149,53.41,33,exaltata,24721449
15.616886245,21.448166666666665,2.369427701,0.7064452886,57.615,23,exaltata,24721461
16.395603225000002,21.3033125,2.51978319,0.4983579653,44.61,33,exaltata,24721665
16.84042167,22.064958333333333,2.495881989,0.6401649655,49.278,32,exaltata,24721753
13.422126850000001,16.193104166666668,2.698925413,0.6093018345,71.941,23,exaltata,24721758
13.254163460000001,18.777729166666667,2.30593545,0.7037849342,93.318,20,exaltata,24732510
16.28195513,21.83107291666667,2.424362706,0.7596193529,72.8975,21,exaltata,24738421
16.153622935,13.988770833333334,2.307364171,0.4729708739,94.4625,40,syriaca,3081838
14.432146475,11.834812499999998,2.43992171,0.393514472,117.38,38,syriaca,3081870
12.896075895,10.804958333333333,2.79922444,0.3799564451,71.165,38,syriaca,3285873
14.837665415,16.4853125,2.120533048,0.3360191645,109.9575,47,syriaca,3285874
10.783017706,12.812916666666666,1.963819609,0.6383142246,89.319,17,syriaca,3285875
9.466184709,10.052208333333333,2.276448839,0.2636551354,87.118,42,syriaca,3285876
15.871451285,19.998958333333334,2.64140926,0.3834512655,123.9735,46,syriaca,4069036
12.842480980000001,20.67833333333333,2.061067131,0.3167181078,100.041,44,syriaca,4069039
15.61626914,21.774354166666665,2.383058021,0.354571274,90.316,47,syriaca,4069043
12.782392470000001,15.332593750000001,2.287520627,0.415943265,112.0215,37,syriaca,4211845
16.30163484,10.219354166666667,4.333516926,0.2930377449,53.948,55,syriaca,4211846
14.02255862,23.19664583333333,1.658402712,0.2861746657,141.203,49,syriaca,4211847
16.307150630000002,17.097916666666666,2.606754765,0.3237925642,77.8105,50,syriaca,4211848
15.20472854,22.150604166666668,1.907073617,0.3071567917,98.4685,50,syriaca,4211849
14.502934185,17.41871875,2.352655602,0.230764614,107.5865,63,syriaca,4226638
15.228651985,19.283875,2.170429857,0.3110786738,112.4325,49,syriaca,4244701
12.281726899999999,16.814552083333336,2.098531205,0.277539955,112.2515,44,syriaca,4244763
13.27084099,18.125125,2.016131609,0.2741901066,101.4935,49,syriaca,4245627
11.453919059499999,12.039458333333334,2.831950943,0.2626853201,121.235,43,syriaca,4246104
16.360822589999998,15.451208333333334,2.900560925,0.3957971724,95.1955,41,syriaca,4246242
11.50912481,15.620874999999998,2.032786192,0.2152702659,124.2165,53,syriaca,4253019
10.734642005000001,12.597614583333334,2.368475015,0.2884390623,96.6925,37,syriaca,4253555
15.379164345,7.519604166666667,2.113222945,0.3996468709,101.0385,38,syriaca,4432416
17.1876556,7.429531249999999,2.342452617,0.3888120342,94.348,44,syriaca,4432417
12.081711304999999,4.722166666666666,2.591380771,0.2755212372,84.147,44,syriaca,4432418
11.692889673500002,16.169375,1.972251095,0.3323894092,89.517,35,syriaca,4217515
12.39830855,1.7954062499999999,2.384882222,0.3712400871,102.493,33,syriaca,4264064
14.08700864,1.8260625,2.636884884,0.3762505426,103.919,37,syriaca,4265210
14.347172525000001,3.11403125,3.02686955,0.3460605378,83.3845,41,syriaca,4266615
18.040271095,5.274395833333333,2.339212602,0.4200412732,98.754,43,syriaca,4291196
15.66050739,6.135375,2.558659294,0.4121186156,70.0165,38,syriaca,4432412
13.002232769999999,6.795083333333333,1.917334638,0.3042000672,122.113,43,syriaca,4432413
13.97205451,7.889239583333333,1.765932561,0.3906498011,130.596,36,syriaca,4432414
14.68739435,6.858697916666666,2.169425122,0.3298636664,132.577,45,syriaca,4432432
15.255396574999999,7.942687500000001,1.932912885,0.3145893966,152.4925,49,syriaca,4432435
14.102007780000001,6.870281250000001,2.134013231,0.3262804588,93.1475,43,syriaca,4432446
15.28577269,8.522041666666667,1.804059093,0.2761631395,138.366,55,syriaca,4432447
